jpg,No,ユニット名,レア,BP,属性,HP,攻撃,防御,速度,総合,スキル,スキル説明,UF,UF説明,タクティクス1,タクティクス1説明,タクティクス2,タクティクス2説明,特性,サポート効果
2092.jpg,2092,オルタンス,UR,15,遠,"22,881","7,336","7,010",SS,"37,227",天使の微笑／絶,味方全員のHPを回復[大],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),レクトノート／真,中確率でパーティ全員を復帰(全滅時のみ使用可),-,-
2093.jpg,2093,テレジア,UR,0,突,"21,818","6,025","7,356",SS+,"35,199",覆滅の焔,敵全体に攻撃[特大],-,　,フォースオブプレイ,騎士団員のTPを小アップ(自分を除く),-,　,-,-
2094.jpg,2094,エメーリエ,UR,15,斬,"21,076","9,615","7,249",SS-,"37,940",天幻氷の縦十字／煌,十字型攻撃[特大]自分の攻撃力UP[特大],-,　,エクスターライズ／絶,攻撃回数が多いほどバトル獲得スコアが大UP(3分間),アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,-
2096.jpg,2096,シグマ,UR,15,突,"23,815","6,616","9,012",SS2,"39,443",焔幻の一閃／煌,横一列に攻撃[特大],-,　,バーサク／絶,強襲が発生無効、バトル時に攻・防大UP(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2097.jpg,2097,テレジア,SSR,12,突,"17,251","5,136","5,377",SS-,"27,764",魔幻の閃光／絶,縦一列に攻撃[大],-,　,ランページ／真,バトルで獲得する騎士団戦スコアが中アップ(3分間),-,　,-,-
2098.jpg,2098,テレジア,SSR,13,突,"18,498","5,423","5,617",SS-,"29,538",魔幻の閃光／絶,縦一列に攻撃[大],-,　,ランページ／真,バトルで獲得する騎士団戦スコアが中アップ(3分間),-,　,-,-
2099.jpg,2099,テレジア,UR,14,突,"22,121","6,127","7,464",SS+,"35,712",覆滅の焔,敵全体に攻撃[特大],-,　,ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,　,-,-
2100.jpg,2100,テレジア,UR,15,突,"24,218","6,579","8,735",SS2,"39,532",覆滅の焔,敵全体に攻撃[特大],-,　,ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),グラビティアサルト／絶,パーティ全体の攻撃力大UP・速度大DOWN(3分間),-,-
2101.jpg,2101,コレット,UR,15,突,"21,634","6,287","7,945",SS2,"35,866",焔幻の一閃／煌,横一列に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),ジャガーノート／絶,バトルで敵を全滅するとBPが大回復(バトル3回),-,-
2103.jpg,2103,アルベリク,UR,15,斬,"20,471","9,374","6,977",SS-,"36,822",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,-
2105.jpg,2105,フォルク,UR,15,遠,"22,917","7,395","7,286",SS,"37,598",光芒の神護 ,味方全体の防御力をUP[特大],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),ストリーム／真,パーティ全体の攻撃力・速度が中UP(3分間),-,-
2106.jpg,2106,エリス,UR,15,突,"23,181","6,542","8,419",SS2,"38,142",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,ファランクス／絶,騎士団全体の強襲率大DOWN・防御力大UP(3分間),アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,-
2108.jpg,2108,シュエット,UR,15,斬,"21,735","9,321","7,767",SS-,"38,823",焔幻の一閃／煌,横一列に攻撃[特大],-,　,バーサク／絶,強襲が発生無効、バトル時に攻・防大UP(3分間),アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,-
2110.jpg,2110,トルテ,UR,15,遠,"23,474","7,537","7,053",SS,"38,064",幻射の六連撃／真,ランダムで6連続攻撃[中],-,　,エンダーブレイク／煌,騎士団スコア特大UP・キリ番CB最大値UP(3回),オラクル／絶,パーティ全体のスキル発動率が大UP(3分間),-,-
2112.jpg,2112,クー･モリモル,UR,15,遠,"23,994","7,021","7,012",SS2,"38,027",光芒の英傑,味方全体の攻撃力と防御力をUP[特大],-,　,オラトリオ／煌,強襲無効、攻撃力・スキル発動率特大UP(3分間),フォースオブウィッシュ／真,騎士団全員のBPを中回復,-,-
2113.jpg,2113,グレン,UR,15,斬,"20,043","9,183","6,924",SS-,"36,150",斬紅の業火／絶,次の攻撃でダメージが上昇する[大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),ジャガーノート／絶,バトルで敵を全滅するとBPが大回復(バトル3回),-,-
2114.jpg,2114,イネス,UR,15,打,"27,205","7,385","10,642",S,"45,232",打鋭の六連天,ランダムで3～６連撃。攻撃毎に与ダメ2倍[低確率,-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,-
2115.jpg,2115,セレスト,UR,14,突,"20,471","6,147","7,066",SS+,"33,684",蒼突の神護,味方突属性の防御力をUP[特大],-,　,メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,　,-,-
2117.jpg,2117,キリネ,UR,15,斬,"20,188","9,279","7,293",SS-,"36,760",対蒼の薙風／煌,突に強く斬に弱い横一列攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),エッジノート／絶,CB時に獲得ポイント大UP＆BPが大回復(3回),-,-
2119.jpg,2119,ルアン,UR,15,打,"25,275","7,194","10,616",S,"43,085",天護 ,自分の防御力をUP[極大],-,　,スラッシャー／煌,キリ番キャッスルブレイク時の獲得ポイント特大UP(3回),ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,-
2120.jpg,2120,リューネ,UR,15,打,"26,632","7,286","10,467",S,"44,385",幻光の交叉線／煌,X字型に攻撃[特大],-,　,フォートレス／煌,パーティ全体の防御力が特大UP(3分間),キャッスルヴェール／真,城の強度Lvが中UP(3分間),-,-
2122.jpg,2122,イルメリ,UR,15,斬,"21,271","9,377","7,438",SS-,"38,086",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,-
2124.jpg,2124,ルイーゼ,UR,15,打,"27,165","7,454","10,671",S,"45,290",地幻光の交叉線／煌,X字型攻撃[特大]自分の防御力UP[特大],-,　,エクスドライブ／煌,キリ番CB時の獲得ポイント特大UP(3分間),スラッシャー／絶,キリ番キャッスルブレイク時の獲得ポイントUP(3回),-,-
2125.jpg,2125,ウィル,UR,15,遠,"21,788","7,109","7,329",SS,"36,226",遠翠の天護,味方遠属性の防御力をUP[極大],-,　,オラクル／煌,パーティ全体のスキル発動率が特大UP(3分間),フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,-
2126.jpg,2126,レティシア,UR,15,突,"21,935","6,613","8,067",SS5,"36,615",天幻神の六連撃／真,ランダム6連続攻撃[中]自分の攻撃力UP[中],-,　,ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,-
2128.jpg,2128,ヴィルヘルム,UR,15,打,"24,475","7,273","10,517",S,"42,265",焔幻の一閃／煌,横一列に攻撃[特大],-,　,ファランクス／絶,騎士団全体の強襲率大DOWN・防御力大UP(3分間),ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,-
2130.jpg,2130,ココ,UR,15,突,"23,062","6,328","8,581",SS2,"37,971",孤撃の言霊／煌,一定確率で敵を範囲不可にする[超高確率],-,　,フォートレス／煌,パーティ全体の防御力が特大UP(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2131.jpg,2131,スティアン,UR,15,打,"27,280","7,477","10,434",S,"45,191",幻光の交叉線／煌,X字型に攻撃[特大],-,　,オラトリオ／煌,強襲無効、攻撃力・スキル発動率特大UP(3分間),エースオーダー／真,騎士団全体の攻・防が中UP(3分間),-,-
2133.jpg,2133,ヴェロニク,UR,15,突,"24,241","6,681","8,719",SS2,"39,641",幻神の六連撃／真,ランダムで6連続攻撃[中],-,　,フォースオブウィッシュ／絶,騎士団全員のBPを大回復,ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2135.jpg,2135,カオル,UR,15,遠,"23,984","7,586","7,398",SS,"38,968",対紅の薙風／煌,斬に強く突に弱い横一列攻撃[特大],-,　,ブリッツ／真,強襲CBの発生確率・強襲時獲得ポイント中UP(3分間),シャドウオーダー,騎士団全体の強襲CB率が小UP(3分間),-,-
2136.jpg,2136,シャルロ,UR,15,斬,"20,998","9,213","7,194",SS-,"37,405",天護 ,自分の防御力をUP[極大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),エース／絶,パーティ全体の攻・防が大UP(3分間),-,-
2137.jpg,2137,マリユス,UR,15,斬,"20,123","9,305","7,419",SS1,"36,847",天幻氷の縦十字／煌 ,十字型攻撃[特大]自分の攻撃力UP[特大],-,　,ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,-
2139.jpg,2139,スレヴィ,UR,15,突,"23,596","6,936","8,206",SS2,"38,738",天覇消滅／光芒,敵全体の攻撃力をDOWN[極大],-,　,ストリーム／絶,パーティ全体の攻撃力・速度が大UP(3分間),メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,-
2141.jpg,2141,マリー,UR,15,打,"26,909","7,674","10,598",S,"45,181",天幻光の交叉線／煌,X字型攻撃[特大]自分の攻撃力UP[特大],-,　,エクスドライブ／煌,キリ番CB時の獲得ポイント特大UP(3分間),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
2143.jpg,2143,ヒルダ,UR,15,遠,"23,579","7,520","7,859",SS,"38,958",天焔幻の一閃／煌,横一列攻撃[特大]自分の攻撃力UP[特大],-,　,ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2145.jpg,2145,ミネット,UR,15,打,"28,637","7,527","10,928",S,"47,092",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,オラトリオ／煌,強襲無効、攻撃力・スキル発動率特大UP(3分間),アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,-
2147.jpg,2147,カエサル,UR,15,斬,"21,093","9,285","7,119",SS-,"37,497",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,バーサク／絶,強襲が発生無効、バトル時に攻・防大UP(3分間),フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,-
2149.jpg,2149,エミィ,UR,15,遠,"22,812","7,125","7,092",SS,"37,029",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),オラクルオーダー／真,騎士団全体のスキル発動率が中UP(3分間),-,-
2150.jpg,2150,バルデブロン,SSR,13,遠,"18,518","6,628","5,640",S-,"30,786",暗闇の言霊／絶,一定確率で敵を暗闇状態にする[高確率],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
2151.jpg,2151,バルデブロン,UR,14,遠,"20,049","7,066","6,039",S+,"33,154",暗闇の言霊／煌,一定確率で敵を暗闇状態にする[超高確率],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,-
2152.jpg,2152,バルデブロン,UR,15,遠,"23,727","7,306","7,392",SS,"38,425",暗闇の言霊／煌,一定確率で敵を暗闇状態にする[超高確率],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,-
2153.jpg,2153,バルデブロン,UR,16,遠,"25,003","8,458","8,138",SS1,"41,599",暗闇の言霊／鳳,一定確率で敵を暗闇状態にする[超超高確率],ディアーブル・レヨン,最大2回攻撃[特大]状態異常付加,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),フォートレス／煌,パーティ全体の防御力が特大UP(3分間),神気,-
2154.jpg,2154,ラエド,UR,15,遠,"22,535","7,389","7,165",SS,"37,089",雷焦,ランダムで6連続攻撃[中],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),フォースオブウィッシュ／真,騎士団全員のBPを中回復,-,-
2156.jpg,2156,マリユス,UR,16,斬,"22,424","10,249","8,496",SS+,"41,169",斬紅の玲瓏,味方斬属性の攻撃力をUP[超極大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),シャドウ／絶,バトル時の強襲CB率が大UP(3分間),練気,-
2158.jpg,2158,モーリス,UR,15,打,"29,687","7,619","11,317",S,"48,623",幻光の交叉線／煌,X字型に攻撃[特大],-,　,バーサク／絶,強襲が発生無効、バトル時に攻・防大UP(3分間),メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,-
2160.jpg,2160,ノンノリア,UR,15,遠,"24,198","7,596","7,734",SS,"39,528",幻射の六連撃／真,ランダムで6連続攻撃[中],-,　,ストリーム／絶,パーティ全体の攻撃力・速度が大UP(3分間),エースオーダー／真,騎士団全体の攻・防が中UP(3分間),-,-
2161.jpg,2161,アーデルハイド,UR,16,突,"27,167","7,849","10,496",SS4,"45,512",魔幻の閃光／鳳,縦一列に攻撃[極大],ノエル・ネージュ,同じ縦一列に3回攻撃[極大],エース／鳳,パーティ全体の攻・防が極大UP＆ユニット1体をタレント状態にする(3分間),アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),闘気,-
2163.jpg,2163,ルギス,UR,15,斬,"19,918","9,424","6,374",SS-,"35,716",孤狼絶吼,X字型攻撃[特大]自分の攻撃力UP[特大],-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),エッジノート／絶,CB時に獲得ポイント大UP＆BPが大回復(3回),-,-
2164.jpg,2164,ルミア,SSR,14,突,"19,028","6,037","6,391",SS+,"31,456",孤撃の言霊／煌,一定確率で敵を範囲不可にする[超高確率],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,突属性防御力小アップ
2165.jpg,2165,シーラ,UR,16,突,"26,283","7,605","10,612",SS4,"44,500",焔幻の一閃／鳳,横一列に攻撃[極大],-,　,フォートレス／鳳,パーティ全体の防御力が極大UP＆ユニット1体をタレント状態にする(3分間),オラトリオ／煌,強襲無効、攻撃力・スキル発動率特大UP(3分間),-,突属性攻撃力中アップ
2166.jpg,2166,ローズ,UR,15,遠,"23,971","7,612","7,306",SS,"38,889",遠翠の天威,味方遠属性の攻撃力をUP[極大],-,　,アサルトオーダー／絶,騎士団全体の攻撃力が大UP(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2168.jpg,2168,アンズ,UR,15,斬,"20,879","9,262","7,303",SS-,"37,444",対翠の薙風／煌,遠に強く打に弱い横一列攻撃[特大],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,-
2170.jpg,2170,ヘルフェン,UR,15,打,"26,846","7,329","10,616",S,"44,791",対蒼の薙風／煌,突に強く斬に弱い横一列攻撃[特大],-,　,エッジノート／煌,CB時に獲得ポイント特大UP＆BPが特大回復(3回),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
2171.jpg,2171,ノンノリア,SSR,14,遠,"20,488","6,788","6,248",S+,"33,524",天使の微笑／絶,味方全員のHPを回復[大],-,　,アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,　,-,遠属性防御力小アップ
2172.jpg,2172,ニーナ,UR,16,斬,"22,835","10,566","8,286",SS+,"41,687",幻氷の縦十字／鳳,十字型に攻撃[極大],-,　,フォートレス／鳳,パーティ全体の防御力が極大UP＆ユニット1体をタレント状態にする(3分間),エクスターライズ／絶,攻撃回数が多いほどバトル獲得スコアが大UP(3分間),防壁,-
2174.jpg,2174,ｺﾞﾌﾞﾘﾝｽﾚｲﾔｰ,UR,16,斬,"21,574","10,714","7,920",SS+,"40,208",魔幻の閃光／鳳,縦一列に攻撃[極大],1匹たりとも残さん！,ランダムで7連続攻撃[大],アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),エクスドライブ／煌,キリ番CB時の獲得ポイント特大UP(3分間),不屈の闘気,-
2175.jpg,2175,ｺﾞﾌﾞﾘﾝｽﾚｲﾔｰ,UR,15,斬,"20,991","9,275","7,527",SS-,"37,793",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),エース／絶,パーティ全体の攻・防が大UP(3分間),-,-
2177.jpg,2177,女神官,UR,16,遠,"24,671","8,511","8,550",SS1,"41,732",聖壁,単体固定ﾀﾞﾒｰｼﾞ[特大]+味方ｽﾃｰﾀｽDOWN解除,-,　,アクセラレーター／鳳,パーティ全体の速度が大UP＆ユニット1体をタレント状態にする(5分間),エース／煌,パーティ全体の攻・防が特大UP(3分間),光芒の練気,-
2179.jpg,2179,妖精弓手,UR,16,遠,"24,894","8,576","8,279",SS1,"41,749",あとは任せて！,ランダムで6連続攻撃[大],-,　,フォートレス／鳳,パーティ全体の防御力が極大UP＆ユニット1体をタレント状態にする(3分間),フォースオブウィッシュ／絶,騎士団全員のBPを大回復,斬紅烈撃,-
2181.jpg,2181,鉱人道士,UR,15,打,"29,194","7,537","10,853",S,"47,584",幻光の交叉線／煌,X字型に攻撃[特大],-,　,エースオーダー／絶,騎士団全体の攻・防が大UP(3分間),オラトリオ／絶,騎士団全体のスキル発動率が中UP(3分間),-,-
2183.jpg,2183,蜥蜴僧侶,UR,16,斬,"21,795","10,196","8,350",S+,"40,341",対翠の突風／鳳,遠に強く打に弱い縦一列攻撃[極大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),オラクル／煌,パーティ全体のスキル発動率が特大UP(3分間),-,斬属性攻撃力中アップ
2185.jpg,2185,ジャマル,SSR,14,斬,"18,204","8,331","6,329",S,"32,864",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,リヴァイブ／絶,高確率で戦闘不能ユニットを復帰,-,　,-,斬属性攻撃力中アップ
2187.jpg,2187,ソフィ,UR,16,突,"26,448","7,730","10,275",SS4,"44,453",闘神消滅／光芒,敵全体の攻撃力と防御力をDOWN[極大],-,　,エース／鳳,パーティ全体の攻・防が極大UP＆ユニット1体をタレント状態にする(3分間),オラクル／煌,パーティ全体のスキル発動率が特大UP(3分間),-,突属性攻撃力中アップ
2189.jpg,2189,ナディア,UR,16,打,"30,077","8,603","12,148",SS-,"50,828",幻光の交叉線／鳳,X字型に攻撃[極大],-,　,アサルト／凰,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),エンダーブレイク／煌,騎士団スコア特大UP・キリ番CB最大値UP(3回),堅守,-
2191.jpg,2191,ジャクリーン,UR,15,遠,"23,731","7,642","7,672",SS,"39,045",幻射の六連撃／真,ランダムで6連続攻撃[中],-,　,エースオーダー／絶,騎士団全体の攻・防が大UP(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2192.jpg,2192,ロベリア,UR,16,遠,"26,458","8,847","8,216",SS1,"43,521",遠鋭の六連撃／絶,ﾗﾝﾀﾞﾑ6連続攻撃[大][低確率]でﾀﾞﾒｰｼﾞ2倍,-,　,ランページ／鳳,バトルで獲得する騎士団戦スコアが極大アップ＆ユニット1体をタレント状態にする(3分間),エース／煌,パーティ全体の攻・防が特大UP(3分間),窮地の癒し,-
2194.jpg,2194,アウグスト,UR,16,突,"25,141","7,569","9,975",SS4,"42,685",対紫の薙風／鳳,打に強く遠に弱い横一列攻撃[極大],-,　,ポイントライズ／鳳,獲得する騎士団戦スコアが極大アップ(バトル5回),アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),練気,-
2196.jpg,2196,アンリエット,UR,16,打,"29,267","8,527","11,348",SS-,"49,142",対蒼の突風／鳳,突に強く斬に弱い縦一列攻撃[極大],-,　,フォートレス／鳳,パーティ全体の防御力が極大UP＆ユニット1体をタレント状態にする(3分間),オラクル／煌,パーティ全体のスキル発動率が特大UP(3分間),闘気,-
2198.jpg,2198,ノリス,SSR,14,斬,"17,985","8,157","6,545",S,"32,687",斬紅の神威,味方斬属性の攻撃力をUP[特大],-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),-,　,-,斬属性攻撃力中アップ
2200.jpg,2200,ジゼル,UR,15,突,"22,611","6,606","8,307",SS5,"37,524",幻槍の包囲陣／鳳,敵全体に攻撃[極大],-,　,アサルトオーダー／絶,騎士団全体の攻撃力が大UP(3分間),オラトリオ／絶,騎士団全体のスキル発動率が中UP(3分間),-,-
2202.jpg,2202,カノン,UR,16,打,"30,290","8,814","12,491",SS-,"51,595",幻光の交叉線／鳳,X字型に攻撃[極大],-,　,ディバインスラスト／鳳,パーティの攻撃力大UP・最大TP小UP&ユニット1体をタレント状態にする(5分間),アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),神気,-
2204.jpg,2204,マーヴェル,UR,16,遠,"26,104","8,729","8,737",SS1,"43,570",幻射の六連撃／絶,ランダムで6連続攻撃[大],-,　,オラクル／鳳,パーティ全体のスキル発動率が特大UP＆ユニット1体をタレント状態にする(5分間),ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),-,遠属性攻撃力中アップ
2205.jpg,2205,クリストフ,SSR,14,突,"18,961","6,013","6,431",SS+,"31,405",焔幻の一閃／煌,横一列に攻撃[特大],-,　,ストリーム／真,パーティ全体の攻撃力・速度が中UP(3分間),-,　,-,突属性防御力小アップ
2206.jpg,2206,ミルーレ,UR,16,突,"25,378","7,593","10,134",SS7,"43,105",幻神の六連撃／絶,ランダムで6連続攻撃[大],-,　,バーサク／煌,強襲が発生無効、バトル時に攻・防特大UP＆ユニット1体をタレント状態にする(3分間),エース／煌,パーティ全体の攻・防が特大UP(3分間),一閃,-
2207.jpg,2207,コントゥール,UR,16,遠,"23,969","8,527","8,025",SS1,"40,521",対蒼の突風／鳳,突に強く斬に弱い縦一列攻撃[極大],-,　,アサルト／凰,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),ポイントライズ／煌,獲得する騎士団戦スコアが特大アップ(バトル3回),闘気,-
2208.jpg,2208,アリア,UR,16,斬,"21,407","10,065","8,052",SS+,"39,524",対翠の薙風／鳳,遠に強く打に弱い横一列攻撃[極大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),ジャガーノート／煌,バトルで敵を全滅するとBPが大回復(バトル3回),練気,-
2209.jpg,2209,ソロネ,SSR,14,打,"22,497","6,414","7,719",A+,"36,630",幻光の交叉線／煌,X字型に攻撃[特大],-,　,ブリッツ,強襲CBの発生確率・強襲時獲得ポイントUP(3分間),-,　,-,打属性防御力小アップ
2211.jpg,2211,ルギス,UR,16,斬,"22,049","11,038","7,988",SS+,"41,075",強奪者の雷／凰,単体攻撃（宝箱優先／追加ダメージ）[極大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),エンダーブレイク／煌,騎士団スコア特大UP・キリ番CB最大値UP(3回),窮地の癒し,-
2213.jpg,2213,バルカス,SSR,14,打,"23,053","6,574","7,637",A+,"37,264",天幻光の交叉線／煌,X字型攻撃[特大]自分の攻撃力UP[特大],-,　,ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,　,-,打属性攻撃力中アップ
2215.jpg,2215,ヒルダ,UR,16,遠,"27,150","8,794","9,076",SS1,"45,020",地幻射の六連撃／絶,ランダム6連続攻撃[大]自分の防御力UP[大],-,　,エース／凰,パーティ全体の攻・防が極大UP＆ユニット1体をタレント状態にする(3分間),ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),防壁,-
2217.jpg,2217,ユリウス,UR,16,突,"25,157","7,582","10,107",SS4,"42,846",対紅の突風／鳳 ,斬に強く突に弱い縦一列攻撃[極大],-,　,ポイントライズ／鳳,獲得する騎士団戦スコアが極大アップ(バトル5回),オラクル／煌,パーティ全体のスキル発動率が特大UP(3分間),闘気,-
2219.jpg,2219,リウィア,UR,16,遠,"23,998","8,692","8,006",SS1,"40,696",天使の微笑／煌,味方全員のHPを回復[特大],-,　,フォートレス／鳳,パーティ全体の防御力が極大UP＆ユニット1体をタレント状態にする(3分間),エクスドライブ／煌,キリ番CB時の獲得ポイント特大UP(3分間),練気,-
2221.jpg,2221,リゼット,UR,16,打,"30,001","8,803","12,820",SS-,"51,624",焔幻の一閃／鳳,横一列に攻撃[極大],-,　,アクセラレーター／鳳,パーティ全体の速度が大UP＆ユニット1体をタレント状態にする(5分間),エース／煌,パーティ全体の攻・防が特大UP(3分間),-,打属性攻撃力中アップ
2222.jpg,2222,アルベリク,SSR,13,斬,"17,247","7,757","5,429",A+,"30,433",対紫の突風／絶,打に強く遠に弱い縦一列攻撃[大],-,　,グラビティアサルト／絶,パーティ全体の攻撃力大UP・速度大DOWN(3分間),-,　,-,-
2223.jpg,2223,アルベリク,UR,14,斬,"19,098","8,755","6,355",S,"34,208",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),-,　,-,-
2224.jpg,2224,アルベリク,UR,15,斬,"21,054","9,282","7,570",SS-,"37,906",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
2225.jpg,2225,アルベリク,UR,16,斬,"22,053","10,331","8,447",SS+,"40,831",対紫の突風／鳳,打に強く遠に弱い縦一列攻撃[極大],-,　,グラビティアサルト／鳳,パーティ全体の攻撃力極大UP・速度大DOWN＆ユニット1体をタレント状態にする(3分間),アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),？？？,？？？？？
2227.jpg,2227,エメーリエ,SSR,14,斬,"17,429","8,243","6,649",S,"32,321",焔幻の一閃／煌,横一列に攻撃[特大],-,　,フォートレス／煌,パーティ全体の防御力が特大UP(3分間),-,　,-,斬属性攻撃力中アップ
2229.jpg,2229,ルーカン,UR,16,突,"26,926","7,720","10,123",SS4,"44,769",天幻神の五連撃／絶,ランダム5連続攻撃[大]自分の攻撃力UP[大],-,　,ランページ／鳳,バトルで獲得する騎士団戦スコアが極大アップ＆ユニット1体をタレント状態にする(3分間),フォートレス／煌,パーティ全体の防御力が特大UP(3分間),蒼突の闘気,-
2231.jpg,2231,セシル,UR,16,遠,"26,866","9,083","8,526",SS1,"44,475",地幻射の五連撃／絶,ランダム4連続攻撃[大]自分の防御力UP[大],-,　,ブリッツ／煌,強襲CBの発生確率・強襲時獲得ポイント特大UP＆ユニット1体をタレント状態にする(3分間),グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),光芒の練気,-
2232.jpg,2232,レオン,UR,16,斬,"21,861","10,071","7,944",SS+,"39,876",魔幻の閃光／鳳,縦一列に攻撃[極大],-,　,エース／鳳,パーティ全体の攻・防が極大UP＆ユニット1体をタレント状態にする(3分間),シャドウ／絶,バトル時の強襲CB率が大UP(3分間),-,斬属性攻撃力中アップ
